IndicatorType,IndicatorValue,ExpirationTime,Action,Severity,Title,Description,RecommendedActions,RbacGroups,Category,MitreTechniques,GenerateAlert
DomainName,1drv0.com,,Block,,Dnstwist addition,Reason for DNSTwist Block: addition,,,,,FALSE
DomainName,1drv1.com,,Block,,Dnstwist addition,Reason for DNSTwist Block: addition,,,,,FALSE
DomainName,1drv2.com,,Block,,Dnstwist addition,Reason for DNSTwist Block: addition,,,,,FALSE
DomainName,1drv3.com,,Block,,Dnstwist addition,Reason for DNSTwist Block: addition,,,,,FALSE
DomainName,1drv4.com,,Block,,Dnstwist addition,Reason for DNSTwist Block: addition,,,,,FALSE
DomainName,1drv5.com,,Block,,Dnstwist addition,Reason for DNSTwist Block: addition,,,,,FALSE
DomainName,1drv6.com,,Block,,Dnstwist addition,Reason for DNSTwist Block: addition,,,,,FALSE
DomainName,1drv7.com,,Block,,Dnstwist addition,Reason for DNSTwist Block: addition,,,,,FALSE
DomainName,1drv8.com,,Block,,Dnstwist addition,Reason for DNSTwist Block: addition,,,,,FALSE
DomainName,1drv9.com,,Block,,Dnstwist addition,Reason for DNSTwist Block: addition,,,,,FALSE
DomainName,1drva.com,,Block,,Dnstwist addition,Reason for DNSTwist Block: addition,,,,,FALSE
DomainName,1drvb.com,,Block,,Dnstwist addition,Reason for DNSTwist Block: addition,,,,,FALSE
DomainName,1drvc.com,,Block,,Dnstwist addition,Reason for DNSTwist Block: addition,,,,,FALSE
DomainName,1drvd.com,,Block,,Dnstwist addition,Reason for DNSTwist Block: addition,,,,,FALSE
DomainName,1drve.com,,Block,,Dnstwist addition,Reason for DNSTwist Block: addition,,,,,FALSE
DomainName,1drvf.com,,Block,,Dnstwist addition,Reason for DNSTwist Block: addition,,,,,FALSE
DomainName,1drvg.com,,Block,,Dnstwist addition,Reason for DNSTwist Block: addition,,,,,FALSE
DomainName,1drvh.com,,Block,,Dnstwist addition,Reason for DNSTwist Block: addition,,,,,FALSE
DomainName,1drvi.com,,Block,,Dnstwist addition,Reason for DNSTwist Block: addition,,,,,FALSE
DomainName,1drvj.com,,Block,,Dnstwist addition,Reason for DNSTwist Block: addition,,,,,FALSE
DomainName,1drvk.com,,Block,,Dnstwist addition,Reason for DNSTwist Block: addition,,,,,FALSE
DomainName,1drvl.com,,Block,,Dnstwist addition,Reason for DNSTwist Block: addition,,,,,FALSE
DomainName,1drvm.com,,Block,,Dnstwist addition,Reason for DNSTwist Block: addition,,,,,FALSE
DomainName,1drvn.com,,Block,,Dnstwist addition,Reason for DNSTwist Block: addition,,,,,FALSE
DomainName,1drvo.com,,Block,,Dnstwist addition,Reason for DNSTwist Block: addition,,,,,FALSE
DomainName,1drvp.com,,Block,,Dnstwist addition,Reason for DNSTwist Block: addition,,,,,FALSE
DomainName,1drvq.com,,Block,,Dnstwist addition,Reason for DNSTwist Block: addition,,,,,FALSE
DomainName,1drvr.com,,Block,,Dnstwist addition,Reason for DNSTwist Block: addition,,,,,FALSE
DomainName,1drvs.com,,Block,,Dnstwist addition,Reason for DNSTwist Block: addition,,,,,FALSE
DomainName,1drvt.com,,Block,,Dnstwist addition,Reason for DNSTwist Block: addition,,,,,FALSE
DomainName,1drvu.com,,Block,,Dnstwist addition,Reason for DNSTwist Block: addition,,,,,FALSE
DomainName,1drvv.com,,Block,,Dnstwist addition,Reason for DNSTwist Block: addition,,,,,FALSE
DomainName,1drvw.com,,Block,,Dnstwist addition,Reason for DNSTwist Block: addition,,,,,FALSE
DomainName,1drvx.com,,Block,,Dnstwist addition,Reason for DNSTwist Block: addition,,,,,FALSE
DomainName,1drvy.com,,Block,,Dnstwist addition,Reason for DNSTwist Block: addition,,,,,FALSE
DomainName,1drvz.com,,Block,,Dnstwist addition,Reason for DNSTwist Block: addition,,,,,FALSE
DomainName,0drv.com,,Block,,Dnstwist bitsquatting,Reason for DNSTwist Block: bitsquatting,,,,,FALSE
DomainName,1drt.com,,Block,,Dnstwist bitsquatting,Reason for DNSTwist Block: bitsquatting,,,,,FALSE
DomainName,1dbv.com,,Block,,Dnstwist bitsquatting,Reason for DNSTwist Block: bitsquatting,,,,,FALSE
DomainName,1drw.com,,Block,,Dnstwist bitsquatting,Reason for DNSTwist Block: bitsquatting,,,,,FALSE
DomainName,qdrv.com,,Block,,Dnstwist bitsquatting,Reason for DNSTwist Block: bitsquatting,,,,,FALSE
DomainName,1d2v.com,,Block,,Dnstwist bitsquatting,Reason for DNSTwist Block: bitsquatting,,,,,FALSE
DomainName,1dpv.com,,Block,,Dnstwist bitsquatting,Reason for DNSTwist Block: bitsquatting,,,,,FALSE
DomainName,1dr6.com,,Block,,Dnstwist bitsquatting,Reason for DNSTwist Block: bitsquatting,,,,,FALSE
DomainName,1drr.com,,Block,,Dnstwist bitsquatting,Reason for DNSTwist Block: bitsquatting,,,,,FALSE
DomainName,1dsv.com,,Block,,Dnstwist bitsquatting,Reason for DNSTwist Block: bitsquatting,,,,,FALSE
DomainName,1dvv.com,,Block,,Dnstwist bitsquatting,Reason for DNSTwist Block: bitsquatting,,,,,FALSE
DomainName,1dzv.com,,Block,,Dnstwist bitsquatting,Reason for DNSTwist Block: bitsquatting,,,,,FALSE
DomainName,1erv.com,,Block,,Dnstwist bitsquatting,Reason for DNSTwist Block: bitsquatting,,,,,FALSE
DomainName,1frv.com,,Block,,Dnstwist bitsquatting,Reason for DNSTwist Block: bitsquatting,,,,,FALSE
DomainName,1lrv.com,,Block,,Dnstwist bitsquatting,Reason for DNSTwist Block: bitsquatting,,,,,FALSE
DomainName,1trv.com,,Block,,Dnstwist bitsquatting,Reason for DNSTwist Block: bitsquatting,,,,,FALSE
DomainName,1drf.com,,Block,,Dnstwist bitsquatting,Reason for DNSTwist Block: bitsquatting,,,,,FALSE
DomainName,3drv.com,,Block,,Dnstwist bitsquatting,Reason for DNSTwist Block: bitsquatting,,,,,FALSE
DomainName,5drv.com,,Block,,Dnstwist bitsquatting,Reason for DNSTwist Block: bitsquatting,,,,,FALSE
DomainName,9drv.com,,Block,,Dnstwist bitsquatting,Reason for DNSTwist Block: bitsquatting,,,,,FALSE
DomainName,ibrv.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,lbrv.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,ldrv.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,1blrv.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,1brv.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,1c1rv.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,1cirv.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,1cllrv.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,1clrv.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,1d1rv.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,1dirv.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,1dllrv.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,1dlrv.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,1elrv.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,1lbrv.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,idrv.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,iclrv.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,idlrv.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,lclrv.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,ldlrv.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1br-6jy.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1br-b00b.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1br-qcz.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1br-u6x.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1br-ycz.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1br-yz0b.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1bv-0rb.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1bv-4ya.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1bv-5kb.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1bv-97y.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1bv-elb.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1bv-exb.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1bv-ixb.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1bv-l7y.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1bv-mxb.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1bv-oya.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1bv-t7y.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1bv-uxb.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1bv-wya.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1clr-3l5a.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1clr-853a.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1clr-e69b.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1clr-em5a.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1clr-om4a.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1clr-t69b.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1clv-24a.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1clv-2cc.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1clv-74b.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1clv-7cc.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1clv-7g5a.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1clv-d5a.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1clv-idc.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1clv-nwb.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1clv-s4a.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1clv-sh5a.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1clv-xcc.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1clv-xg5a.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1clv-xwb.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
DomainName,xn--1crv-11a.com,,Block,,Dnstwist homoglyph,Reason for DNSTwist Block: homoglyph,,,,,FALSE
