file://tsclient/
file:///d:/
https://amsi.fail
https://pastebin.com
https://justpaste.it
https://justbeamit.com
https://wetransfer.com
https://notion.so
https://evernote.com
https://kpaste.net
https://dpaste.org
https://zerobin.tk
https://send.vis.ee
https://bin.sx
https://transferxl.com
https://transfertpro.com
https://transfernow.net 
https://paste.debian.net
https://onionmail.org
https://protectedtext.com
https://codedpad.com
https://rlim.com
https://pastecode.io
https://codeishot.com
https://pastebin.ai
https://bingner.com
https://paste.fo
https://paste.pics
https://gyazo.com
https://pasteboard.co
https://snipboard.io
https://puush.me
https://wormhole.app
https://drop.lol
https://dropall.stream
https://sendbig.com
https://transferkit.io
https://sendfileonline.com
https://fromsmash.com
https://jumbomail.me
https://mediafire.com
https://send-anywhere.com
https://jumpshare.com
https://sendfilessecurely.com
https://filetransfer.io
https://megaupload.com
https://krakenfiles.com
https://kruegervich.net
https://swisstransfer.com
https://pixeldrain.com
https://sendgb.com
https://gofile.io
https://sendthisfile.com
https://terabox.com
https://filelist.io
https://uploadnow.io
https://tempfile.io
https://file.io
https://tmpsend.com
https://tmpfiles.org
https://temp-file-share.web.app
https://temp.sh
https://filebin.net
https://r2.dev
https://transferbigfiles.com
https://sendtodropbox.com
https://plustransfer.com
https://pcloud.com
https://pastehtml.com
https://pastecry.pt
https://paste.sx
https://mega.io
https://mega.nz
https://filefactory.com
https://dpaste.de
https://dpaste.com
https://pasted.co
https://controlc.com
https://ipfs.tech
https://ipfs.io
https://cf-ipfs.com
https://freefilesync.org
https://dropsend.com
https://onionshare.org
https://filezilla-project.org
https://syncthing.net
https://ix.io
https://localhost.run
https://requestbin.net
https://anonfiles.com
https://sprunge.us
https://termbin.com
https://filecloudonline.com
https://pastebin.pl
https://4sync.com
https://clbin.com
https://pastie.org
https://ideone.com
https://textbin.net
https://zerobin.net
https://codesandbox.io
https://bitbucket.org
https://cloudwaysapps.com
https://wtools.io
https://paste.ee
https://siasky.net
https://backblazeb2.com
https://sendspace.com
https://plesk.page
https://wasabisys.com
https://inmotionhosting.com
https://flameshot.org
