ExtensionID,ExtensionURL,ExtensionName
fiiicigjeipaklmejogbjlkkoalhdbbp,https://chrome.google.com/webstore/detail/fiiicigjeipaklmejogbjlkkoalhdbbp,
jigjjhbimkkakoncmabgiefpjebkaoek,https://chrome.google.com/webstore/detail/jigjjhbimkkakoncmabgiefpjebkaoek,
ejcfepkfckglbgocfkanmcdngdijcgld,https://chrome.google.com/webstore/detail/ejcfepkfckglbgocfkanmcdngdijcgld,ChatGPT search
mdnleldcmiljblolnjhpnblkcekpdkpa,https://chrome.google.com/webstore/detail/mdnleldcmiljblolnjhpnblkcekpdkpa,"Requestly: API Client, Mocking & Testing Tool"
fpncncnngnkggnjajalboihdobmdenml,https://chrome.google.com/webstore/detail/fpncncnngnkggnjajalboihdobmdenml,
amojccmdnkdlcjcplmkijeenigbhfbpd,https://chrome.google.com/webstore/detail/amojccmdnkdlcjcplmkijeenigbhfbpd,Open in Opera Browser
jemjknhgpjaacbghpdhgchbgccbpkkgf,https://chrome.google.com/webstore/detail/jemjknhgpjaacbghpdhgchbgccbpkkgf,
iddifpoaoiehbfgifechnhameaahpnbi,https://chrome.google.com/webstore/detail/iddifpoaoiehbfgifechnhameaahpnbi,Mega Messenger
jiofmdifioeejeilfkpegipdjiopiekl,https://chrome.google.com/webstore/detail/jiofmdifioeejeilfkpegipdjiopiekl,YesCaptcha assistant
acmfnomgphggonodopogfbmkneepfgnh,https://chrome.google.com/webstore/detail/acmfnomgphggonodopogfbmkneepfgnh,Bookmark Favicon Changer
hihblcmlaaademjlakdpicchbjnnnkbo,https://chrome.google.com/webstore/detail/hihblcmlaaademjlakdpicchbjnnnkbo,Proxy SwitchyOmega (V3)
ndlbedplllcgconngcnfmkadhokfaaln,https://chrome.google.com/webstore/detail/ndlbedplllcgconngcnfmkadhokfaaln,GraphQL Network Inspector
igbodamhgjohafcenbcljfegbipdfjpk,https://chrome.google.com/webstore/detail/igbodamhgjohafcenbcljfegbipdfjpk,Keyboard History Recorder
bgejafhieobnfpjlpcjjggoboebonfcg,https://chrome.google.com/webstore/detail/bgejafhieobnfpjlpcjjggoboebonfcg,
llimhhconnjiflfimocjggfjdlmlhblm,https://chrome.google.com/webstore/detail/llimhhconnjiflfimocjggfjdlmlhblm,Reader Mode
hodiladlefdpcbemnbbcpclbmknkiaem,https://chrome.google.com/webstore/detail/hodiladlefdpcbemnbbcpclbmknkiaem,Google Meet Enhanced Experience
epikoohpebngmakjinphfiagogjcnddm,https://chrome.google.com/webstore/detail/epikoohpebngmakjinphfiagogjcnddm,
didhgeamncokiaegffipckhhcpnmlcbl,https://chrome.google.com/webstore/detail/didhgeamncokiaegffipckhhcpnmlcbl,
bibjgkidgpfbblifamdlkdlhgihmfohh,https://chrome.google.com/webstore/detail/bibjgkidgpfbblifamdlkdlhgihmfohh,
pkgciiiancapdlpcbppfkmeaieppikkk,https://chrome.google.com/webstore/detail/pkgciiiancapdlpcbppfkmeaieppikkk,
epdjhgbipjpbbhoccdeipghoihibnfja,https://chrome.google.com/webstore/detail/epdjhgbipjpbbhoccdeipghoihibnfja,
bbdnohkpnbkdkmnkddobeafboooinpla,https://chrome.google.com/webstore/detail/bbdnohkpnbkdkmnkddobeafboooinpla,
befflofjcniongenjmbkgkoljhgliihe,https://chrome.google.com/webstore/detail/befflofjcniongenjmbkgkoljhgliihe,TinaMind - The GPT-4o-powered AI Assistant!
cedgndijpacnfbdggppddacngjfdkaca,https://chrome.google.com/webstore/detail/cedgndijpacnfbdggppddacngjfdkaca,Wayin AI - Understanding Videos in Seconds (YouTube Summarizer & Chat)
cplhlgabfijoiabgkigdafklbhhdkahj,https://chrome.google.com/webstore/detail/cplhlgabfijoiabgkigdafklbhhdkahj,Vidnoz Flex - Video recorder & Video share
egmennebgadmncfjafcemlecimkepcle,https://chrome.google.com/webstore/detail/egmennebgadmncfjafcemlecimkepcle,VidHelper - Video Download Helper
mnhffkhmpnefgklngfmlndmkimimbphc,https://chrome.google.com/webstore/detail/mnhffkhmpnefgklngfmlndmkimimbphc,
oaikpkmjciadfpddlpjjdapglcihgdle,https://chrome.google.com/webstore/detail/oaikpkmjciadfpddlpjjdapglcihgdle,Uvoice
fbmlcbhdmilaggedifpihjgkkmdgeljh,https://chrome.google.com/webstore/detail/fbmlcbhdmilaggedifpihjgkkmdgeljh,Reader Mode - Natural Reader
kkodiihpgodmdankclfibbiphjkfdenh,https://chrome.google.com/webstore/detail/kkodiihpgodmdankclfibbiphjkfdenh,ParrotTalks抄筆記
oeiomhmbaapihbilkfkhmlajkeegnjhe,https://chrome.google.com/webstore/detail/oeiomhmbaapihbilkfkhmlajkeegnjhe,Primus
pajkjnmeojmbapicmbpliphjmcekeaac,https://chrome.google.com/webstore/detail/pajkjnmeojmbapicmbpliphjmcekeaac,Cyberhaven security extension V3
ogbhbgkiojdollpjbhbamafmedkeockb,https://chrome.google.com/webstore/detail/ogbhbgkiojdollpjbhbamafmedkeockb,
eanofdhdfbcalhflpbdipkjjkoimeeod,https://chrome.google.com/webstore/detail/eanofdhdfbcalhflpbdipkjjkoimeeod,Rewards Search Automator
ekpkdmohpdnebfedjjfklhpefgpgaaji,https://chrome.google.com/webstore/detail/ekpkdmohpdnebfedjjfklhpefgpgaaji,Tackker - online keylogger tool
miglaibdlgminlepgeifekifakochlka,https://chrome.google.com/webstore/detail/miglaibdlgminlepgeifekifakochlka,
mbindhfolmpijhodmgkloeeppmkhpmhc,https://chrome.google.com/webstore/detail/mbindhfolmpijhodmgkloeeppmkhpmhc,
mkpcaklladfpajiaikehdinfaabmnajh,https://chrome.google.com/webstore/detail/mkpcaklladfpajiaikehdinfaabmnajh,Temporary Email - EmailOnDeck
aigcbpaaeflggbfikokmkkfecnlcodoh,https://chrome.google.com/webstore/detail/aigcbpaaeflggbfikokmkkfecnlcodoh,TemporaryMail.com - Disposable Email
hamdbkbgdhchmfakchdncldnagajibhn,https://chrome.google.com/webstore/detail/hamdbkbgdhchmfakchdncldnagajibhn,
fbbjiglnminppnhbddnihgeoipoamhnm,https://chrome.google.com/webstore/detail/fbbjiglnminppnhbddnihgeoipoamhnm,
kjfolfenllhgbeibjkbnleejpnnlgnfd,https://chrome.google.com/webstore/detail/kjfolfenllhgbeibjkbnleejpnnlgnfd,FormAI - Auto Form Filler AI (GPT 4o Integrated)
ophdppnnmjanpfpekojldpibobgegljk,https://chrome.google.com/webstore/detail/ophdppnnmjanpfpekojldpibobgegljk,Qwen
nkbihfbeogaeaoehlefnkodbefgpgknn,https://chrome.google.com/webstore/detail/nkbihfbeogaeaoehlefnkodbefgpgknn,MetaMask
dhopldobnfjeckokfjimfcdagmlhjdce,https://chrome.google.com/webstore/detail/dhopldobnfjeckokfjimfcdagmlhjdce,Screen Recorder
kohfgcgbkjodfcfkcackpagifgbcmimk,https://chrome.google.com/webstore/detail/kohfgcgbkjodfcfkcackpagifgbcmimk,NaturalReader - AI Text to Speech
inhcgfpbfdjbjogdfjbclgolkmhnooop,https://chrome.google.com/webstore/detail/inhcgfpbfdjbjogdfjbclgolkmhnooop,"AI Sidebar with Deepseek, ChatGPT, Claude and more."
nolkleckgikphcknllccijejhfmcchkg,https://chrome.google.com/webstore/detail/nolkleckgikphcknllccijejhfmcchkg,"AI Summarizer by ReadPartner: Summarize Articles, YouTube and Documents"
linoficihfeojfefmhfaacpglllecagm,https://chrome.google.com/webstore/detail/linoficihfeojfefmhfaacpglllecagm,DeepSeek R1
hieojnfolnmckkacmkjaobcggnchjbhk,https://chrome.google.com/webstore/detail/hieojnfolnmckkacmkjaobcggnchjbhk,DeepSeek AI RTL/LTR Switcher
ecbjondgmklhcbgmkiddbpgifilcjlbm,https://chrome.google.com/webstore/detail/ecbjondgmklhcbgmkiddbpgifilcjlbm,
fgbieegonkgdlkmeaapmkejdlfalonkb,https://chrome.google.com/webstore/detail/fgbieegonkgdlkmeaapmkejdlfalonkb,DeepSeek AI
lbpidmmacfagijehljcenlmmfieajamh,https://chrome.google.com/webstore/detail/lbpidmmacfagijehljcenlmmfieajamh,DeepSeek AI
bjjobdlpgglckcmhgmmecijpfobmcpap,https://chrome.google.com/webstore/detail/bjjobdlpgglckcmhgmmecijpfobmcpap,DeepSeek AI
fhklagfdoamepgbophfnhppbpmhhphin,https://chrome.google.com/webstore/detail/fhklagfdoamepgbophfnhppbpmhhphin,
djhjckkfgancelbmgcamjimgphaphjdl,https://chrome.google.com/webstore/detail/djhjckkfgancelbmgcamjimgphaphjdl,DeepSeek
npphdmcakmfhllhblkealgkeefamebih,https://chrome.google.com/webstore/detail/npphdmcakmfhllhblkealgkeefamebih,DeepSeek AI
ehmhocjlcagmfeokjhmgmednhbdhpgep,https://chrome.google.com/webstore/detail/ehmhocjlcagmfeokjhmgmednhbdhpgep,Cryptocurrency price alerts & volume tracker for Binance
fhbohimaelbohpjbbldcngcnapndodjp,https://chrome.google.com/webstore/detail/fhbohimaelbohpjbbldcngcnapndodjp,BEW lite
aeachknmefphepccionboohckonoeemg,https://chrome.google.com/webstore/detail/aeachknmefphepccionboohckonoeemg,Coin98 Wallet Extension: Crypto & Defi
nopnfnlbinpfoihclomelncopjiioain,https://chrome.google.com/webstore/detail/nopnfnlbinpfoihclomelncopjiioain,Viction Wallet
bkgplkpdgidlgmnlhdfakhcjfpfgjjkb,https://chrome.google.com/webstore/detail/bkgplkpdgidlgmnlhdfakhcjfpfgjjkb,Ancient8 Wallet by Coin98
cgeeodpfagjceefieflmdfphplkenlfk,https://chrome.google.com/webstore/detail/cgeeodpfagjceefieflmdfphplkenlfk,EVER Wallet
aholpfdialjgjfhomihkjbmgjidlcdno,https://chrome.google.com/webstore/detail/aholpfdialjgjfhomihkjbmgjidlcdno,Exodus Web3 Wallet
ebfidpplhabeedpnhjnobghokpiioolj,https://chrome.google.com/webstore/detail/ebfidpplhabeedpnhjnobghokpiioolj,Fewcha Move Wallet
cjmkndjhnagcfbpiemnkdpomccnjblmj,https://chrome.google.com/webstore/detail/cjmkndjhnagcfbpiemnkdpomccnjblmj,Finnie
flpiciilemghbmfalicajoolhkkenfel,https://chrome.google.com/webstore/detail/flpiciilemghbmfalicajoolhkkenfel,ICONex
jblndlipeogpafnldhgmapagcccfchpi,https://chrome.google.com/webstore/detail/jblndlipeogpafnldhgmapagcccfchpi,Kaia Wallet
pdadjkfkgcafgbceimcpbkalnfnepbnk,https://chrome.google.com/webstore/detail/pdadjkfkgcafgbceimcpbkalnfnepbnk,KardiaChain Wallet
dmkamcknogkgcdfhhbddcghachkejeap,https://chrome.google.com/webstore/detail/dmkamcknogkgcdfhhbddcghachkejeap,Keplr
ajnhebfhendphbllebbijfdfnnakcgll,https://chrome.google.com/webstore/detail/ajnhebfhendphbllebbijfdfnnakcgll,"Definio: Multi-modal AI Copilot - Claude3 Opus, ChatGPT 4o, Gemini 1.5 Pro"
efbglgofoippbgcjepnhiblaibcnclgk,https://chrome.google.com/webstore/detail/efbglgofoippbgcjepnhiblaibcnclgk,Martian Aptos & Sui Wallet Extension
dioapkekjoidbacpmfpnphhlobnneadd,https://chrome.google.com/webstore/detail/dioapkekjoidbacpmfpnphhlobnneadd,Math AI
fplgihadlmhndfcccdojmblkdilfgkad,https://chrome.google.com/webstore/detail/fplgihadlmhndfcccdojmblkdilfgkad,DeepSeek to PDF
jmpcodajbcpgkebjipbmjdoboehfiddd,https://chrome.google.com/webstore/detail/jmpcodajbcpgkebjipbmjdoboehfiddd,DeepSeek AI Chat
aadlmimdcdpifjpbpbnjjoiboohnekeb,https://chrome.google.com/webstore/detail/aadlmimdcdpifjpbpbnjjoiboohnekeb,DeepSeek Custom GPTs
eenjdnjldapjajjofmldgmkjaienebbj,https://chrome.google.com/webstore/detail/eenjdnjldapjajjofmldgmkjaienebbj,Copyfish 🐟 Free OCR Software
kgfeiebnfmmfpomhochmlfmdmjmfedfj,https://chrome.google.com/webstore/detail/kgfeiebnfmmfpomhochmlfmdmjmfedfj,2048 Classic Game
pmlcjncilaaaemknfefmegedhcgelmee,https://chrome.google.com/webstore/detail/pmlcjncilaaaemknfefmegedhcgelmee,
ohdgnoepeabcfdkboidmaedenahioohf,https://chrome.google.com/webstore/detail/ohdgnoepeabcfdkboidmaedenahioohf,
dnbipceilikdgjmeiagblfckeialaela,https://chrome.google.com/webstore/detail/dnbipceilikdgjmeiagblfckeialaela,
aciipkgmbljbcokcnhjbjdhilpngemnj,https://chrome.google.com/webstore/detail/aciipkgmbljbcokcnhjbjdhilpngemnj,
nlmjpeojbncdmlfkpppngdnolhfgiehn,https://chrome.google.com/webstore/detail/nlmjpeojbncdmlfkpppngdnolhfgiehn,
phjhbkdgnjaokligmkimgnlagccanodn,https://chrome.google.com/webstore/detail/phjhbkdgnjaokligmkimgnlagccanodn,
fkhpfgpmejefmjaeelgoopkcglgafedm,https://chrome.google.com/webstore/detail/fkhpfgpmejefmjaeelgoopkcglgafedm,
kekdpkbijjffmohdaonbpeeaiknhbkhj,https://chrome.google.com/webstore/detail/kekdpkbijjffmohdaonbpeeaiknhbkhj,
mcmmiinopedfbaoongoclagidncaacbd,https://chrome.google.com/webstore/detail/mcmmiinopedfbaoongoclagidncaacbd,
ndcokkmfmiaecmndbpohaogmpmchfpkk,https://chrome.google.com/webstore/detail/ndcokkmfmiaecmndbpohaogmpmchfpkk,
cpmpjapeeidaikiiemnddfgfdfjjhgif,https://chrome.google.com/webstore/detail/cpmpjapeeidaikiiemnddfgfdfjjhgif,
ajefbooiifdkmgkpjkanmgbjbndfbfhg,https://chrome.google.com/webstore/detail/ajefbooiifdkmgkpjkanmgbjbndfbfhg,
fmlpbbognkocpajihchioognkmdeeldo,https://chrome.google.com/webstore/detail/fmlpbbognkocpajihchioognkmdeeldo,
goaebigflkhjjblmofhoggdhebgnielo,https://chrome.google.com/webstore/detail/goaebigflkhjjblmofhoggdhebgnielo,
igkkmokkmlbkkgdnkkancbonkbbmkioc,https://chrome.google.com/webstore/detail/igkkmokkmlbkkgdnkkancbonkbbmkioc,APEX - Best Screenshot & Screen Recorder
lopnbnfpjmgpbppclhclehhgafnifija,https://chrome.google.com/webstore/detail/lopnbnfpjmgpbppclhclehhgafnifija,Google Translate - Side Panel
kacljcbejojnapnmiifgckbafkojcncf,https://chrome.google.com/webstore/detail/kacljcbejojnapnmiifgckbafkojcncf,
jhkhlgaomejplkanglolfpcmfknnomle,https://chrome.google.com/webstore/detail/jhkhlgaomejplkanglolfpcmfknnomle,
nkmooloiipfcknccapehflmampkaniji,https://chrome.google.com/webstore/detail/nkmooloiipfcknccapehflmampkaniji,
kgddnoifhgfdhcpbkkjdgokfnkkmdcen,https://chrome.google.com/webstore/detail/kgddnoifhgfdhcpbkkjdgokfnkkmdcen,
djmpbcihmblfdlkcfncodakgopmpgpgh,https://chrome.google.com/webstore/detail/djmpbcihmblfdlkcfncodakgopmpgpgh,
chmfnmjfghjpdamlofhlonnnnokkpbao,https://chrome.google.com/webstore/detail/chmfnmjfghjpdamlofhlonnnnokkpbao,
ciifcakemmcbbdpmljdohdmbodagmela,https://chrome.google.com/webstore/detail/ciifcakemmcbbdpmljdohdmbodagmela,
fbjfihoienmhbjflbobnmimfijpngkpa,https://chrome.google.com/webstore/detail/fbjfihoienmhbjflbobnmimfijpngkpa,
idgncaddojiejegdmkofblgplkgmeipk,https://chrome.google.com/webstore/detail/idgncaddojiejegdmkofblgplkgmeipk,
bjlcpoknpgaoaollojjdnbdojdclidkh,https://chrome.google.com/webstore/detail/bjlcpoknpgaoaollojjdnbdojdclidkh,
pcjmcnhpobkjnhajhhleejfmpeoahclc,https://chrome.google.com/webstore/detail/pcjmcnhpobkjnhajhhleejfmpeoahclc,
hinhmojdkodmficpockledafoeodokmc,https://chrome.google.com/webstore/detail/hinhmojdkodmficpockledafoeodokmc,
gcnceeflimggoamelclcbhcdggcmnglm,https://chrome.google.com/webstore/detail/gcnceeflimggoamelclcbhcdggcmnglm,
mcakfkioeanhfiojkchcndahgagcidbd,https://chrome.google.com/webstore/detail/mcakfkioeanhfiojkchcndahgagcidbd,
cmbndhnoonmghfofefkcccljbkdpamhi,https://chrome.google.com/webstore/detail/cmbndhnoonmghfofefkcccljbkdpamhi,Hack-Tools
ginpbkfigcoaokgflihfhhmglmbchinc,https://chrome.google.com/webstore/detail/ginpbkfigcoaokgflihfhhmglmbchinc,HackBar
hjmeopdfaoneecmmephjiacpekmgfcmi,https://chrome.google.com/webstore/detail/hjmeopdfaoneecmmephjiacpekmgfcmi,Evil Console
kmnlfjgamfnhcmpfnmgpiapacncdipad,https://chrome.google.com/webstore/detail/kmnlfjgamfnhcmpfnmgpiapacncdipad,h4ck3r
paljnfjjeclclieknpdeljeilmmoheog,https://chrome.google.com/webstore/detail/paljnfjjeclclieknpdeljeilmmoheog,Breakbot
njggknpmkjapgklcfhaiigafiiebpchm,https://chrome.google.com/webstore/detail/njggknpmkjapgklcfhaiigafiiebpchm,BrowserGPT: ChatGPT Anywhere Powered by GPT 4
mfidniedemcgceagapgdekdbmanojomk,https://chrome.google.com/webstore/detail/mfidniedemcgceagapgdekdbmanojomk,Coupert - Automatic Coupon Finder & Cashback
pefhciejnkgdgoahgfeklebcbpmhnhhd,https://chrome.google.com/webstore/detail/pefhciejnkgdgoahgfeklebcbpmhnhhd,
